id,firstname,surname,year,category,affiliation,city,country,born_date,died_date,gender,born_city,born_country,born_country_code,died_city,died_country,died_country_code,overall_motivation,share,motivation,born_country_original,born_city_original,died_country_original,died_city_original,city_original,country_original
383,Peyton,Rous,1966,Medicine,Rockefeller University,New York NY,USA,1879-10-05,1970-02-16,male,Baltimore MD,USA,US,New York NY,USA,US,NA,2,"""for his discovery of tumour-inducing viruses""",USA,Baltimore MD,USA,New York NY,New York NY,USA
384,Charles B.,Huggins,1966,Medicine,University of Chicago Ben May Laboratory for Cancer Research,Chicago IL,USA,1901-09-22,1997-01-12,male,Halifax,Canada,CA,Chicago IL,USA,US,NA,2,"""for his discoveries concerning hormonal treatment of prostatic cancer""",Canada,Halifax,USA,Chicago IL,Chicago IL,USA
385,Ragnar,Granit,1967,Medicine,Karolinska Institutet,Stockholm,Sweden,1900-10-30,1991-03-12,male,Helsinki,Finland,FI,Stockholm,Sweden,SE,NA,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",Russian Empire (now Finland),Helsinki,Sweden,Stockholm,Stockholm,Sweden
386,Keffer,Hartline,1967,Medicine,Rockefeller University,New York NY,USA,1903-12-22,1983-03-17,male,Bloomsburg PA,USA,US,Fallston MD,USA,US,NA,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",USA,Bloomsburg PA,USA,Fallston MD,New York NY,USA
387,George,Wald,1967,Medicine,Harvard University,Cambridge MA,USA,1906-11-18,1997-04-12,male,New York NY,USA,US,Cambridge MA,USA,US,NA,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",USA,New York NY,USA,Cambridge MA,Cambridge MA,USA
388,Robert W.,Holley,1968,Medicine,Cornell University,Ithaca NY,USA,1922-01-28,1993-02-11,male,Urbana IL,USA,US,Los Gatos CA,USA,US,NA,3,"""for their interpretation of the genetic code and its function in protein synthesis""",USA,Urbana IL,USA,Los Gatos CA,Ithaca NY,USA
389,H. Gobind,Khorana,1968,Medicine,University of Wisconsin,Madison WI,USA,1922-01-09,2011-11-09,male,Raipur,India,IN,Concord MA,USA,US,NA,3,"""for their interpretation of the genetic code and its function in protein synthesis""",India,Raipur,USA,Concord MA,Madison WI,USA
390,Marshall W.,Nirenberg,1968,Medicine,National Institutes of Health,Bethesda MD,USA,1927-04-10,2010-01-15,male,New York NY,USA,US,New York NY,USA,US,NA,3,"""for their interpretation of the genetic code and its function in protein synthesis""",USA,New York NY,USA,New York NY,Bethesda MD,USA
391,Max,Delbrück,1969,Medicine,California Institute of Technology (Caltech),Pasadena CA,USA,1906-09-04,1981-03-09,male,Berlin,Germany,DE,Pasadena CA,USA,US,NA,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Germany,Berlin,USA,Pasadena CA,Pasadena CA,USA
392,Alfred D.,Hershey,1969,Medicine,Carnegie Institution of Washington,Long Island New York NY,USA,1908-12-04,1997-05-22,male,Owosso MI,USA,US,Syosset NY,USA,US,NA,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",USA,Owosso MI,USA,Syosset NY,Long Island New York NY,USA
393,Salvador E.,Luria,1969,Medicine,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1912-08-13,1991-02-06,male,Torino,Italy,IT,Lexington MA,USA,US,NA,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Italy,Torino,USA,Lexington MA,Cambridge MA,USA
394,Sir Bernard,Katz,1970,Medicine,University College,London,United Kingdom,1911-03-26,2003-04-20,male,Leipzig,Germany,DE,London,United Kingdom,GB,NA,3,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage release and inactivation""",Germany,Leipzig,United Kingdom,London,London,United Kingdom
395,Ulf,von Euler,1970,Medicine,Karolinska Institutet,Stockholm,Sweden,1905-02-07,1983-03-09,male,Stockholm,Sweden,SE,Stockholm,Sweden,SE,NA,3,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage release and inactivation""",Sweden,Stockholm,Sweden,Stockholm,Stockholm,Sweden
396,Julius,Axelrod,1970,Medicine,National Institutes of Health,Bethesda MD,USA,1912-05-30,2004-12-29,male,New York NY,USA,US,Rockville MD,USA,US,NA,3,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage release and inactivation""",USA,New York NY,USA,Rockville MD,Bethesda MD,USA
397,Earl W.,Sutherland Jr.,1971,Medicine,Vanderbilt University,Nashville TN,USA,1915-11-19,1974-03-09,male,Burlingame KS,USA,US,Miami FL,USA,US,NA,1,"""for his discoveries concerning the mechanisms of the action of hormones""",USA,Burlingame KS,USA,Miami FL,Nashville TN,USA
398,Gerald M.,Edelman,1972,Medicine,Rockefeller University,New York NY,USA,1929-07-01,2014-05-17,male,New York NY,USA,US,La Jolla CA,USA,US,NA,2,"""for their discoveries concerning the chemical structure of antibodies""",USA,New York NY,USA,La Jolla CA,New York NY,USA
399,Rodney R.,Porter,1972,Medicine,University of Oxford,Oxford,United Kingdom,1917-10-08,1985-09-06,male,Newton-le-Willows,United Kingdom,GB,Winchester,United Kingdom,GB,NA,2,"""for their discoveries concerning the chemical structure of antibodies""",United Kingdom,Newton-le-Willows,United Kingdom,Winchester,Oxford,United Kingdom
400,Karl,von Frisch,1973,Medicine,Zoologisches Institut der Universität München,Munich,Germany,1886-11-20,1982-06-12,male,Vienna,Austria,AT,Munich,Germany,DE,NA,3,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",Austria,Vienna,West Germany (now Germany),Munich,Munich,Germany
401,Konrad,Lorenz,1973,Medicine,Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften Forschungsstelle für Ethologie,Altenberg; Grünau im Almtal,Austria,1903-11-07,1989-02-27,male,Vienna,Austria,AT,Vienna,Austria,AT,NA,3,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",Austria,Vienna,Austria,Vienna,Altenberg; Grünau im Almtal,Austria
402,Nikolaas,Tinbergen,1973,Medicine,University of Oxford,Oxford,United Kingdom,1907-04-15,1988-12-21,male,the Hague,Netherlands,NL,Oxford,United Kingdom,GB,NA,3,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",the Netherlands,the Hague,United Kingdom,Oxford,Oxford,United Kingdom
403,Albert,Claude,1974,Medicine,Université Catholique de Louvain,Louvain,Belgium,1898-08-24,1983-05-22,male,Longlier,Belgium,BE,Brussels,Belgium,BE,NA,3,"""for their discoveries concerning the structural and functional organization of the cell""",Belgium,Longlier,Belgium,Brussels,Louvain,Belgium
404,Christian,de Duve,1974,Medicine,Rockefeller University,New York NY,USA,1917-10-02,2013-05-04,male,Thames Ditton,United Kingdom,GB,Nethen,Belgium,BE,NA,3,"""for their discoveries concerning the structural and functional organization of the cell""",United Kingdom,Thames Ditton,Belgium,Nethen,New York NY,USA
405,George E.,Palade,1974,Medicine,Yale University School of Medicine,New Haven CT,USA,1912-11-19,2008-10-07,male,Lasi,Romania,RO,Del Mar CA,USA,US,NA,3,"""for their discoveries concerning the structural and functional organization of the cell""",Romania,Lasi,USA,Del Mar CA,New Haven CT,USA
406,David,Baltimore,1975,Medicine,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1938-03-07,NA,male,New York NY,USA,US,NA,NA,NA,NA,3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",USA,New York NY,NA,NA,Cambridge MA,USA
407,Renato,Dulbecco,1975,Medicine,Imperial Cancer Research Fund Laboratory,London,United Kingdom,1914-02-22,2012-02-19,male,Catanzaro,Italy,IT,La Jolla CA,USA,US,NA,3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",Italy,Catanzaro,USA,La Jolla CA,London,United Kingdom
408,Howard M.,Temin,1975,Medicine,University of Wisconsin,Madison WI,USA,1934-12-10,1994-02-09,male,Philadelphia PA,USA,US,Madison WI,USA,US,NA,3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",USA,Philadelphia PA,USA,Madison WI,Madison WI,USA
409,Baruch S.,Blumberg,1976,Medicine,The Institute for Cancer Research,Philadelphia PA,USA,1925-07-28,2011-04-05,male,New York NY,USA,US,Moffett Field CA,USA,US,NA,2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",USA,New York NY,USA,Moffett Field CA,Philadelphia PA,USA
410,D. Carleton,Gajdusek,1976,Medicine,National Institutes of Health,Bethesda MD,USA,1923-09-09,2008-12-12,male,Yonkers NY,USA,US,Tromsø,Norway,NO,NA,2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",USA,Yonkers NY,Norway,Tromsø,Bethesda MD,USA
411,Roger,Guillemin,1977,Medicine,The Salk Institute,San Diego CA,USA,1924-01-11,NA,male,Dijon,France,FR,NA,NA,NA,NA,4,"""for their discoveries concerning the peptide hormone production of the brain""",France,Dijon,NA,NA,San Diego CA,USA
412,Andrew V.,Schally,1977,Medicine,Veterans Administration Hospital,New Orleans LA,USA,1926-11-30,NA,male,Vilnius,Lithuania,LT,NA,NA,NA,NA,4,"""for their discoveries concerning the peptide hormone production of the brain""",Poland (now Lithuania),Wilno (now Vilnius),NA,NA,New Orleans LA,USA
413,Rosalyn,Yalow,1977,Medicine,Veterans Administration Hospital,Bronx NY,USA,1921-07-19,2011-05-30,female,New York NY,USA,US,New York NY,USA,US,NA,2,"""for the development of radioimmunoassays of peptide hormones""",USA,New York NY,USA,New York NY,Bronx NY,USA
414,Werner,Arber,1978,Medicine,Biozentrum der Universität,Basel,Switzerland,1929-06-03,NA,male,Gränichen,Switzerland,CH,NA,NA,NA,NA,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",Switzerland,Gränichen,NA,NA,Basel,Switzerland
415,Daniel,Nathans,1978,Medicine,Johns Hopkins University School of Medicine,Baltimore MD,USA,1928-10-30,1999-11-16,male,Wilmington DE,USA,US,Baltimore MD,USA,US,NA,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",USA,Wilmington DE,USA,Baltimore MD,Baltimore MD,USA
416,Hamilton O.,Smith,1978,Medicine,Johns Hopkins University School of Medicine,Baltimore MD,USA,1931-08-23,NA,male,New York NY,USA,US,NA,NA,NA,NA,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",USA,New York NY,NA,NA,Baltimore MD,USA
417,Allan M.,Cormack,1979,Medicine,Tufts University,Medford MA,USA,1924-02-23,1998-05-07,male,Johannesburg,South Africa,ZA,Winchester MA,USA,US,NA,2,"""for the development of computer assisted tomography""",South Africa,Johannesburg,USA,Winchester MA,Medford MA,USA
418,Godfrey N.,Hounsfield,1979,Medicine,Central Research Laboratories EMI,London,United Kingdom,1919-08-28,2004-08-12,male,Newark,United Kingdom,GB,Kingston upon Thames,United Kingdom,GB,NA,2,"""for the development of computer assisted tomography""",United Kingdom,Newark,United Kingdom,Kingston upon Thames,London,United Kingdom
419,Baruj,Benacerraf,1980,Medicine,Harvard Medical School,Boston MA,USA,1920-10-29,2011-08-02,male,Caracas,Venezuela,VE,Boston MA,USA,US,NA,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",Venezuela,Caracas,USA,Boston MA,Boston MA,USA
420,Jean,Dausset,1980,Medicine,Université de Paris Laboratoire Immuno-Hématologie,Paris,France,1916-10-19,2009-06-06,male,Toulouse,France,FR,Palma Majorca,Spain,ES,NA,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",France,Toulouse,Spain,Palma Majorca,Paris,France
421,George D.,Snell,1980,Medicine,Jackson Laboratory,Bar Harbor ME,USA,1903-12-19,1996-06-06,male,Bradford MA,USA,US,Bar Harbor ME,USA,US,NA,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",USA,Bradford MA,USA,Bar Harbor ME,Bar Harbor ME,USA
422,Roger W.,Sperry,1981,Medicine,California Institute of Technology (Caltech),Pasadena CA,USA,1913-08-20,1994-04-17,male,Hartford CT,USA,US,Pasadena CA,USA,US,NA,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",USA,Hartford CT,USA,Pasadena CA,Pasadena CA,USA
423,David H.,Hubel,1981,Medicine,Harvard Medical School,Boston MA,USA,1926-02-27,2013-09-22,male,Windsor ON,Canada,CA,Lincoln MA,USA,US,NA,4,"""for their discoveries concerning information processing in the visual system""",Canada,Windsor ON,USA,Lincoln MA,Boston MA,USA
424,Torsten N.,Wiesel,1981,Medicine,Harvard Medical School,Boston MA,USA,1924-06-03,NA,male,Uppsala,Sweden,SE,NA,NA,NA,NA,4,"""for their discoveries concerning information processing in the visual system""",Sweden,Uppsala,NA,NA,Boston MA,USA
425,Sune K.,Bergström,1982,Medicine,Karolinska Institutet,Stockholm,Sweden,1916-01-10,2004-08-15,male,Stockholm,Sweden,SE,Stockholm,Sweden,SE,NA,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",Sweden,Stockholm,Sweden,Stockholm,Stockholm,Sweden
426,Bengt I.,Samuelsson,1982,Medicine,Karolinska Institutet,Stockholm,Sweden,1934-05-21,NA,male,Halmstad,Sweden,SE,NA,NA,NA,NA,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",Sweden,Halmstad,NA,NA,Stockholm,Sweden
427,John R.,Vane,1982,Medicine,The Wellcome Research Laboratories,Beckenham,United Kingdom,1927-03-29,2004-11-19,male,Tardebigg,United Kingdom,GB,Farnborough,United Kingdom,GB,NA,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",United Kingdom,Tardebigg,United Kingdom,Farnborough,Beckenham,United Kingdom
428,Barbara,McClintock,1983,Medicine,Cold Spring Harbor Laboratory,Cold Spring Harbor NY,USA,1902-06-16,1992-09-02,female,Hartford CT,USA,US,Huntington NY,USA,US,NA,1,"""for her discovery of mobile genetic elements""",USA,Hartford CT,USA,Huntington NY,Cold Spring Harbor NY,USA
429,Niels K.,Jerne,1984,Medicine,Basel Institute for Immunology,Basel,Switzerland,1911-12-23,1994-10-07,male,London,United Kingdom,GB,Castillon-du-Gard,France,FR,NA,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",United Kingdom,London,France,Castillon-du-Gard,Basel,Switzerland
430,Georges J.F.,Köhler,1984,Medicine,Basel Institute for Immunology,Basel,Switzerland,1946-04-17,1995-03-01,male,Munich,Germany,DE,Freiburg im Breisgau,Germany,DE,NA,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Germany,Munich,Germany,Freiburg im Breisgau,Basel,Switzerland
431,César,Milstein,1984,Medicine,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1927-10-08,2002-03-24,male,Bahia Blanca,Argentina,AR,Cambridge,United Kingdom,GB,NA,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Argentina,Bahia Blanca,United Kingdom,Cambridge,Cambridge,United Kingdom
432,Michael S.,Brown,1985,Medicine,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1941-04-13,NA,male,New York NY,USA,US,NA,NA,NA,NA,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",USA,New York NY,NA,NA,Dallas TX,USA
433,Joseph L.,Goldstein,1985,Medicine,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1940-04-18,NA,male,Sumter SC,USA,US,NA,NA,NA,NA,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",USA,Sumter SC,NA,NA,Dallas TX,USA
434,Stanley,Cohen,1986,Medicine,Vanderbilt University School of Medicine,Nashville TN,USA,1922-11-17,NA,male,Brooklyn NY,USA,US,NA,NA,NA,NA,2,"""for their discoveries of growth factors""",USA,Brooklyn NY,NA,NA,Nashville TN,USA
435,Rita,Levi-Montalcini,1986,Medicine,Institute of Cell Biology of the C.N.R.,Rome,Italy,1909-04-22,2012-12-30,female,Turin,Italy,IT,Rome,Italy,IT,NA,2,"""for their discoveries of growth factors""",Italy,Turin,Italy,Rome,Rome,Italy
436,Susumu,Tonegawa,1987,Medicine,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1939-09-05,NA,male,Nagoya,Japan,JP,NA,NA,NA,NA,1,"""for his discovery of the genetic principle for generation of antibody diversity""",Japan,Nagoya,NA,NA,Cambridge MA,USA
437,Sir James W.,Black,1988,Medicine,London University King's College Hospital Medical School,London,United Kingdom,1924-06-14,2010-03-21,male,Uddingston,Scotland,GB,NA,NA,NA,NA,3,"""for their discoveries of important principles for drug treatment""",Scotland,Uddingston,NA,NA,London,United Kingdom
438,Gertrude B.,Elion,1988,Medicine,Wellcome Research Laboratories,Research Triangle Park NC,USA,1918-01-23,1999-02-21,female,New York NY,USA,US,Chapel Hill NC,USA,US,NA,3,"""for their discoveries of important principles for drug treatment""",USA,New York NY,USA,Chapel Hill NC,Research Triangle Park NC,USA
439,George H.,Hitchings,1988,Medicine,Wellcome Research Laboratories,Research Triangle Park NC,USA,1905-04-18,1998-02-27,male,Hoquiam WA,USA,US,Chapel Hill NC,USA,US,NA,3,"""for their discoveries of important principles for drug treatment""",USA,Hoquiam WA,USA,Chapel Hill NC,Research Triangle Park NC,USA
440,J. Michael,Bishop,1989,Medicine,University of California School of Medicine,San Francisco CA,USA,1936-02-22,NA,male,York PA,USA,US,NA,NA,NA,NA,2,"""for their discovery of the cellular origin of retroviral oncogenes""",USA,York PA,NA,NA,San Francisco CA,USA
441,Harold E.,Varmus,1989,Medicine,University of California School of Medicine,San Francisco CA,USA,1939-12-18,NA,male,Oceanside NY,USA,US,NA,NA,NA,NA,2,"""for their discovery of the cellular origin of retroviral oncogenes""",USA,Oceanside NY,NA,NA,San Francisco CA,USA
442,Joseph E.,Murray,1990,Medicine,Brigham and Women's Hospital,Boston MA,USA,1919-04-01,2012-11-26,male,Milford MA,USA,US,Boston MA,USA,US,NA,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",USA,Milford MA,USA,Boston MA,Boston MA,USA
443,E. Donnall,Thomas,1990,Medicine,Fred Hutchinson Cancer Research Center,Seattle WA,USA,1920-03-15,2012-10-20,male,Mart TX,USA,US,Seattle WA,USA,US,NA,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",USA,Mart TX,USA,Seattle WA,Seattle WA,USA
444,Erwin,Neher,1991,Medicine,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,1944-03-20,NA,male,Landsberg,Germany,DE,NA,NA,NA,NA,2,"""for their discoveries concerning the function of single ion channels in cells""",Germany,Landsberg,NA,NA,Göttingen,Germany
445,Bert,Sakmann,1991,Medicine,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany,1942-06-12,NA,male,Stuttgart,Germany,DE,NA,NA,NA,NA,2,"""for their discoveries concerning the function of single ion channels in cells""",Germany,Stuttgart,NA,NA,Heidelberg,Germany
446,Edmond H.,Fischer,1992,Medicine,University of Washington,Seattle WA,USA,1920-04-06,NA,male,Shanghai,China,CN,NA,NA,NA,NA,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",China,Shanghai,NA,NA,Seattle WA,USA
447,Edwin G.,Krebs,1992,Medicine,University of Washington,Seattle WA,USA,1918-06-06,2009-12-21,male,Lansing IA,USA,US,Seattle WA,USA,US,NA,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",USA,Lansing IA,USA,Seattle WA,Seattle WA,USA
448,Richard J.,Roberts,1993,Medicine,New England Biolabs,Beverly MA,USA,1943-09-06,NA,male,Derby,United Kingdom,GB,NA,NA,NA,NA,2,"""for their discoveries of split genes""",United Kingdom,Derby,NA,NA,Beverly MA,USA
449,Phillip A.,Sharp,1993,Medicine,Massachusetts Institute of Technology (MIT) Center for Cancer Research,Cambridge MA,USA,1944-06-06,NA,male,Falmouth KY,USA,US,NA,NA,NA,NA,2,"""for their discoveries of split genes""",USA,Falmouth KY,NA,NA,Cambridge MA,USA
450,Alfred G.,Gilman,1994,Medicine,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1941-07-01,2015-12-23,male,New Haven CT,USA,US,Dallas TX,USA,US,NA,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",USA,New Haven CT,USA,Dallas TX,Dallas TX,USA
451,Martin,Rodbell,1994,Medicine,National Institute of Environmental Health Sciences,Research Triangle Park NC,USA,1925-12-01,1998-12-07,male,Baltimore MD,USA,US,Chapel Hill NC,USA,US,NA,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",USA,Baltimore MD,USA,Chapel Hill NC,Research Triangle Park NC,USA
452,Edward B.,Lewis,1995,Medicine,California Institute of Technology (Caltech),Pasadena CA,USA,1918-05-20,2004-07-21,male,Wilkes-Barre PA,USA,US,Pasadena CA,USA,US,NA,3,"""for their discoveries concerning the genetic control of early embryonic development""",USA,Wilkes-Barre PA,USA,Pasadena CA,Pasadena CA,USA
453,Christiane,Nüsslein-Volhard,1995,Medicine,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany,1942-10-20,NA,female,Magdeburg,Germany,DE,NA,NA,NA,NA,3,"""for their discoveries concerning the genetic control of early embryonic development""",Germany,Magdeburg,NA,NA,Tübingen,Germany
454,Eric F.,Wieschaus,1995,Medicine,Princeton University,Princeton NJ,USA,1947-06-08,NA,male,South Bend IN,USA,US,NA,NA,NA,NA,3,"""for their discoveries concerning the genetic control of early embryonic development""",USA,South Bend IN,NA,NA,Princeton NJ,USA
455,Peter C.,Doherty,1996,Medicine,St. Jude Children's Research Hospital,Memphis TN,USA,1940-10-15,NA,male,Brisbane,Australia,AU,NA,NA,NA,NA,2,"""for their discoveries concerning the specificity of the cell mediated immune defence""",Australia,Brisbane,NA,NA,Memphis TN,USA
456,Rolf M.,Zinkernagel,1996,Medicine,University of Zurich Institute of Experimental Immunology,Zurich,Switzerland,1944-01-06,NA,male,Basel,Switzerland,CH,NA,NA,NA,NA,2,"""for their discoveries concerning the specificity of the cell mediated immune defence""",Switzerland,Basel,NA,NA,Zurich,Switzerland
457,Stanley B.,Prusiner,1997,Medicine,University of California School of Medicine,San Francisco CA,USA,1942-05-28,NA,male,Des Moines IA,USA,US,NA,NA,NA,NA,1,"""for his discovery of Prions - a new biological principle of infection""",USA,Des Moines IA,NA,NA,San Francisco CA,USA
458,Robert F.,Furchgott,1998,Medicine,SUNY Health Science Center,Brooklyn NY,USA,1916-06-04,2009-05-19,male,Charleston SC,USA,US,Seattle WA,USA,US,NA,3,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",USA,Charleston SC,USA,Seattle WA,Brooklyn NY,USA
459,Louis J.,Ignarro,1998,Medicine,University of California School of Medicine,Los Angeles CA,USA,1941-05-31,NA,male,Brooklyn NY,USA,US,NA,NA,NA,NA,3,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",USA,Brooklyn NY,NA,NA,Los Angeles CA,USA
460,Ferid,Murad,1998,Medicine,University of Texas Medical School at Houston,Houston TX,USA,1936-09-14,NA,male,Whiting IN,USA,US,NA,NA,NA,NA,3,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",USA,Whiting IN,NA,NA,Houston TX,USA
461,Günter,Blobel,1999,Medicine,Rockefeller University,New York NY,USA,1936-05-21,2018-02-18,male,Niegoslawice,Poland,PL,New York NY,USA,US,NA,1,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",Germany (now Poland),Waltersdorf (now Niegoslawice),USA,New York NY,New York NY,USA
462,Henry,Dunant,1901,Peace,NA,NA,NA,1828-05-08,1910-10-30,male,Geneva,Switzerland,CH,Heiden,Switzerland,CH,NA,2,"""for his humanitarian efforts to help wounded soldiers and create international understanding""",Switzerland,Geneva,Switzerland,Heiden,NA,NA
463,Frédéric,Passy,1901,Peace,NA,NA,NA,1822-05-20,1912-06-12,male,Paris,France,FR,Paris,France,FR,NA,2,"""for his lifelong work for international peace conferences diplomacy and arbitration""",France,Paris,France,Paris,NA,NA
464,Élie,Ducommun,1902,Peace,NA,NA,NA,1833-02-19,1906-12-07,male,Geneva,Switzerland,CH,Bern,Switzerland,CH,NA,2,"""for his untiring and skilful directorship of the Bern Peace Bureau""",Switzerland,Geneva,Switzerland,Bern,NA,NA
465,Albert,Gobat,1902,Peace,NA,NA,NA,1843-05-21,1914-03-16,male,Tramelan,Switzerland,CH,Bern,Switzerland,CH,NA,2,"""for his eminently practical administration of the Inter-Parliamentary Union""",Switzerland,Tramelan,Switzerland,Bern,NA,NA
466,Randal,Cremer,1903,Peace,NA,NA,NA,1828-03-18,1908-07-22,male,Fareham,United Kingdom,GB,London,United Kingdom,GB,NA,1,"""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""",United Kingdom,Fareham,United Kingdom,London,NA,NA
467,Institute of International Law,NA,1904,Peace,NA,NA,NA,NA,NA,org,NA,NA,NA,NA,NA,NA,NA,1,"""for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane""",NA,NA,NA,NA,NA,NA
468,Bertha,von Suttner,1905,Peace,NA,NA,NA,1843-06-09,1914-06-21,female,Prague,Czech Republic,CZ,Vienna,Austria,AT,NA,1,"""for her audacity to oppose the horrors of war""",Austrian Empire (now Czech Republic),Prague,Austria,Vienna,NA,NA
470,Theodore,Roosevelt,1906,Peace,NA,NA,NA,1858-10-27,1919-01-06,male,New York NY,USA,US,Oyster Bay NY,USA,US,NA,1,"""for his role in bringing to an end the bloody war recently waged between two of the world's great powers Japan and Russia""",USA,New York NY,USA,Oyster Bay NY,NA,NA
471,Ernesto Teodoro,Moneta,1907,Peace,NA,NA,NA,1833-09-20,1918-02-10,male,Milan,Italy,IT,Milan,Italy,IT,NA,2,"""for his work in the press and in peace meetings both public and private for an understanding between France and Italy""",Austrian Empire (now Italy),Milan,Italy,Milan,NA,NA
472,Louis,Renault,1907,Peace,Sorbonne University,Paris,France,1843-05-21,1918-02-08,male,Autun,France,FR,Barbizon,France,FR,NA,2,"""for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences""",France,Autun,France,Barbizon,Paris,France
473,Klas Pontus,Arnoldson,1908,Peace,NA,NA,NA,1844-10-27,1916-02-20,male,Gothenburg,Sweden,SE,Stockholm,Sweden,SE,NA,2,"""for their long time work for the cause of peace as politicians peace society leaders orators and authors""",Sweden,Gothenburg,Sweden,Stockholm,NA,NA
474,Fredrik,Bajer,1908,Peace,NA,NA,NA,1837-04-21,1922-01-22,male,Næstved,Denmark,DK,Copenhagen,Denmark,DK,NA,2,"""for their long time work for the cause of peace as politicians peace society leaders orators and authors""",Denmark,Næstved,Denmark,Copenhagen,NA,NA
475,Auguste,Beernaert,1909,Peace,NA,NA,NA,1829-07-26,1912-10-06,male,Ostend,Belgium,BE,Lucerne,Switzerland,CH,NA,2,"""for their prominent position in the international movement for peace and arbitration""",Belgium,Ostend,Switzerland,Lucerne,NA,NA
476,Paul Henri,d'Estournelles de Constant,1909,Peace,NA,NA,NA,1852-11-22,1924-05-15,male,La Flèche,France,FR,Paris,France,FR,NA,2,"""for their prominent position in the international movement for peace and arbitration""",France,La Flèche,France,Paris,NA,NA
477,Permanent International Peace Bureau,NA,1910,Peace,NA,NA,NA,NA,NA,org,NA,NA,NA,NA,NA,NA,NA,1,"""for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement""",NA,NA,NA,NA,NA,NA
478,Tobias,Asser,1911,Peace,NA,NA,NA,1838-04-28,1913-07-29,male,Amsterdam,Netherlands,NL,the Hague,Netherlands,NL,NA,2,"""for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague and pioneer in the field of international legal relations""",the Netherlands,Amsterdam,the Netherlands,the Hague,NA,NA
